Order_id,Order Date,Product Name,Category,Region,Quantity,Sales,Profit
103,26-06-2022,Monitor,Accessories,East,1,195,57.88
104,15-04-2022,Mouse,Accessories,East,9,7884,2054.02
105,10-12-2023,Laptop,Electronics,East,5,4360,1160.55
106,23-09-2024,Mouse,Accessories,North,6,4920,929.18
107,01-01-2022,Mouse,Accessories,East,3,3474,565
108,03-02-2022,Keyboard,Accessories,West,1,930,222.5
109,14-03-2023,Tablet,Electronics,South,7,1421,248.02
110,24-08-2022,Headphones,Accessories,North,2,634,161.1
111,07-07-2024,Camera,Electronics,East,1,673,114.42
112,13-04-2022,Mouse,Accessories,South,5,3135,787.7
113,08-05-2024,Smartphone,Electronics,East,6,882,184.48
114,10-09-2024,Smartphone,Electronics,East,4,1192,212.77
115,18-06-2024,Printer,Office,South,3,390,112.08
116,10-09-2024,Tablet,Electronics,North,1,834,95.54
117,06-05-2022,Smartphone,Electronics,East,6,612,83.75
118,18-06-2024,Headphones,Accessories,West,9,8073,710.23
119,29-10-2023,Keyboard,Accessories,North,8,2640,723.88
120,13-11-2023,Smartphone,Electronics,North,3,3234,440.7
121,21-08-2022,Monitor,Accessories,West,5,4435,355.51
122,04-03-2024,Smartwatch,Electronics,North,2,2302,305.07
123,17-04-2022,Camera,Electronics,East,6,1728,307.44
124,20-12-2023,Laptop,Electronics,East,4,228,54.05
125,19-03-2022,Tablet,Electronics,West,6,3450,705.74
126,07-07-2024,Smartphone,Electronics,South,8,7456,1702.48
127,30-04-2023,Smartphone,Electronics,West,6,4728,705.85
128,22-03-2024,Smartwatch,Electronics,North,7,945,124.62
129,08-03-2022,Laptop,Electronics,North,4,296,65.05
130,15-09-2023,Smartphone,Electronics,West,4,640,149.89
131,01-03-2023,Tablet,Electronics,North,1,797,65.27
132,24-10-2023,Monitor,Accessories,North,4,1456,431.89
133,22-04-2024,Monitor,Accessories,South,6,4038,364.11
134,27-06-2023,Tablet,Electronics,West,7,5656,355.81
135,13-04-2023,Mouse,Accessories,West,4,3876,302.37
136,19-05-2023,Keyboard,Accessories,South,6,1002,114.7
137,15-11-2024,Headphones,Accessories,East,9,2187,413.76
138,25-12-2023,Mouse,Accessories,North,6,7146,1627.42
139,31-03-2022,Keyboard,Accessories,South,1,189,14.88
140,24-04-2024,Monitor,Accessories,East,5,940,266.02
141,10-01-2022,Headphones,Accessories,North,1,951,127.58
142,17-11-2022,Printer,Office,East,2,124,27.42
143,29-06-2024,Mouse,Accessories,West,9,7506,594.28
144,14-11-2022,Monitor,Accessories,West,7,8176,2308.76
145,11-08-2023,Smartphone,Electronics,East,5,2125,632.68
146,22-05-2024,Headphones,Accessories,North,1,967,59.98
147,19-03-2022,Headphones,Accessories,South,5,270,29.41
148,23-10-2022,Keyboard,Accessories,West,9,10035,1486.3
149,26-02-2023,Printer,Office,North,8,6792,1125.23
150,03-10-2024,Printer,Office,East,1,714,99.13
151,17-07-2022,Smartphone,Electronics,South,5,765,157.64
152,04-11-2024,Headphones,Accessories,East,7,4221,358.02
153,24-02-2023,Laptop,Electronics,North,4,2108,576.48
154,08-08-2024,Monitor,Accessories,North,9,10530,2387.63
155,14-05-2024,Keyboard,Accessories,South,6,3396,914.17
156,15-01-2022,Monitor,Accessories,North,4,1060,213.05
157,10-05-2022,Tablet,Electronics,East,5,480,73.07
158,10-03-2022,Headphones,Accessories,West,3,2529,285.65
159,23-01-2022,Smartwatch,Electronics,East,8,4792,511.97
160,19-09-2024,Smartwatch,Electronics,East,8,8056,605.8
161,06-06-2024,Tablet,Electronics,North,4,4228,947.76
162,10-10-2024,Tablet,Electronics,East,1,653,93.78
163,24-03-2024,Tablet,Electronics,North,9,7452,1212.51
164,21-07-2023,Mouse,Accessories,East,4,4128,1156.71
165,21-07-2022,Tablet,Electronics,West,5,5090,1201.56
166,01-09-2022,Camera,Electronics,North,5,4930,387.33
167,20-04-2023,Smartwatch,Electronics,South,6,2610,434.37
168,11-12-2023,Laptop,Electronics,North,3,2139,415.84
169,29-09-2024,Tablet,Electronics,South,1,226,55.4
170,20-11-2023,Smartwatch,Electronics,West,2,2244,212.08
171,15-07-2023,Monitor,Accessories,East,6,3150,578.87
172,24-12-2023,Laptop,Electronics,South,7,3388,347.19
173,13-08-2023,Laptop,Electronics,East,8,8736,580.31
174,24-04-2022,Smartphone,Electronics,South,2,1102,176.53
175,13-07-2024,Monitor,Accessories,East,3,2640,199.97
176,11-06-2022,Printer,Office,West,3,2547,300.74
177,28-10-2024,Laptop,Electronics,North,7,728,64.82
178,24-11-2022,Camera,Electronics,South,7,3444,607.44
179,03-10-2024,Camera,Electronics,West,5,3140,853.66
180,24-03-2024,Smartphone,Electronics,East,3,435,129.27
181,28-06-2024,Keyboard,Accessories,East,4,856,72.99
182,31-05-2022,Printer,Office,North,2,112,23.33
183,25-03-2024,Headphones,Accessories,North,3,2247,507.79
184,31-01-2023,Keyboard,Accessories,West,2,1512,298.73
185,23-06-2024,Mouse,Accessories,South,5,4915,1196.6
186,16-08-2023,Mouse,Accessories,South,3,2709,663.54
187,10-06-2023,Tablet,Electronics,North,7,1239,118.36
188,09-05-2023,Tablet,Electronics,West,2,572,86.16
189,08-05-2022,Smartwatch,Electronics,North,2,1708,93.25
190,06-11-2024,Smartwatch,Electronics,North,4,360,42.66
191,08-12-2022,Camera,Electronics,North,6,3822,388.34
192,25-09-2022,Camera,Electronics,North,6,4680,932.97
193,10-07-2024,Camera,Electronics,North,5,2520,487.18
194,29-03-2024,Smartwatch,Electronics,North,2,2138,619.29
195,11-01-2022,Keyboard,Accessories,West,3,2529,169.6
196,08-04-2022,Keyboard,Accessories,East,1,236,29.33
197,21-01-2024,Tablet,Electronics,West,6,2730,636.48
198,27-04-2023,Headphones,Accessories,North,3,3021,872.49
199,06-11-2024,Smartwatch,Electronics,North,2,244,16.78
200,11-05-2022,Camera,Electronics,South,8,728,120.06
201,02-10-2022,Mouse,Accessories,North,3,453,89.49
202,12-01-2022,Laptop,Electronics,South,1,379,84.38
203,09-01-2023,Tablet,Electronics,West,3,2130,510.69
204,04-05-2023,Monitor,Accessories,North,8,4120,710.11
205,07-09-2024,Smartwatch,Electronics,South,7,3150,299.7
206,17-05-2022,Smartwatch,Electronics,East,7,2688,603.07
207,17-08-2023,Tablet,Electronics,East,2,1752,501.19
208,07-09-2023,Keyboard,Accessories,North,7,7308,948.4
209,11-05-2022,Tablet,Electronics,North,3,2007,160.84
210,12-05-2023,Tablet,Electronics,West,7,7224,479.23
211,08-05-2023,Monitor,Accessories,South,9,6939,1249.31
212,18-02-2023,Smartphone,Electronics,East,7,5516,1475.67
213,29-01-2022,Printer,Office,South,2,2224,116.47
214,12-01-2023,Laptop,Electronics,South,5,3985,824.4
215,03-01-2022,Camera,Electronics,North,7,2723,638.26
216,20-10-2022,Tablet,Electronics,North,2,746,170.75
217,21-08-2024,Laptop,Electronics,West,5,3170,245.25
218,11-12-2023,Smartwatch,Electronics,East,5,550,63.11
219,14-08-2022,Tablet,Electronics,North,8,480,132.45
220,03-06-2024,Printer,Office,East,4,3284,354.4
221,23-01-2024,Smartwatch,Electronics,South,2,1748,183.75
222,20-11-2023,Headphones,Accessories,North,8,824,240.84
223,03-03-2022,Headphones,Accessories,North,4,1872,448.46
224,20-02-2024,Tablet,Electronics,West,3,627,103.98
225,09-08-2024,Camera,Electronics,East,9,5661,1104.02
226,19-06-2022,Camera,Electronics,North,3,2910,765.47
227,01-09-2024,Tablet,Electronics,South,9,9036,1087.46
228,30-08-2024,Tablet,Electronics,West,5,4815,338.31
229,12-08-2022,Mouse,Accessories,South,1,1187,206.28
230,04-08-2022,Headphones,Accessories,East,3,3339,732.92
231,20-02-2024,Tablet,Electronics,East,1,620,165.43
232,26-02-2023,Camera,Electronics,West,5,2025,414.42
233,20-11-2024,Printer,Office,East,5,3030,811.92
234,12-08-2023,Smartwatch,Electronics,North,5,655,166.69
235,17-01-2022,Printer,Office,West,2,2238,294.54
236,12-04-2023,Smartphone,Electronics,South,8,3312,811.31
237,26-07-2023,Printer,Office,East,9,9387,1271.64
238,01-01-2024,Mouse,Accessories,West,6,5790,1285.21
239,06-12-2023,Laptop,Electronics,South,6,2700,527.97
240,05-12-2023,Smartwatch,Electronics,East,8,2072,555.06
241,27-10-2024,Keyboard,Accessories,North,3,2991,716.54
242,04-08-2024,Laptop,Electronics,East,6,5568,958.59
243,01-02-2023,Smartwatch,Electronics,North,7,5509,1648.74
244,02-06-2024,Printer,Office,West,7,5922,1323.1
245,28-04-2024,Smartphone,Electronics,South,4,4380,362.81
246,25-03-2022,Tablet,Electronics,South,5,1760,272.68
247,05-10-2024,Headphones,Accessories,North,9,5571,1523.81
248,19-12-2024,Tablet,Electronics,South,2,1082,182.1
249,18-07-2022,Camera,Electronics,East,1,569,138.11
250,11-06-2023,Mouse,Accessories,North,8,3416,697.42
251,13-10-2024,Printer,Office,West,1,570,57.07
252,07-08-2023,Monitor,Accessories,East,6,3300,386.92
253,04-12-2022,Laptop,Electronics,South,8,2584,568.77
254,18-02-2024,Monitor,Accessories,South,9,7650,2204.44
255,05-12-2024,Headphones,Accessories,West,8,3600,272.51
256,15-12-2023,Monitor,Accessories,West,6,846,190.87
257,12-08-2023,Smartphone,Electronics,West,1,51,9.36
258,20-05-2024,Smartwatch,Electronics,South,6,7056,586.91
259,05-06-2024,Smartwatch,Electronics,West,2,384,38.41
260,09-01-2022,Laptop,Electronics,South,8,2928,663.54
261,17-12-2023,Camera,Electronics,West,7,1904,352.86
262,08-09-2022,Tablet,Electronics,East,2,2314,312.07
263,22-01-2022,Printer,Office,South,4,1028,192.13
264,04-09-2024,Headphones,Accessories,South,9,8307,1326.23
265,20-01-2024,Printer,Office,West,9,1539,203.54
266,03-11-2022,Tablet,Electronics,West,7,2506,537.98
267,03-07-2023,Smartphone,Electronics,West,6,5778,1232.54
268,25-01-2024,Tablet,Electronics,East,9,10188,2165.78
269,11-05-2024,Monitor,Accessories,North,1,952,157.7
270,02-01-2024,Smartwatch,Electronics,West,8,3624,750.86
271,24-02-2023,Keyboard,Accessories,South,8,7968,1551.12
272,20-07-2024,Mouse,Accessories,South,2,1254,250.09
273,14-06-2023,Printer,Office,West,3,705,196.05
274,10-04-2022,Mouse,Accessories,West,1,916,223.5
275,01-10-2024,Printer,Office,North,2,848,129.96
276,10-05-2022,Monitor,Accessories,East,8,2240,313.17
277,28-01-2022,Monitor,Accessories,South,1,940,120.35
278,05-04-2023,Headphones,Accessories,West,5,1550,203.51
279,22-09-2023,Keyboard,Accessories,South,7,2352,256.4
280,29-08-2024,Smartwatch,Electronics,North,9,1638,183.75
281,18-11-2023,Camera,Electronics,North,6,7164,1442.72
282,12-09-2023,Mouse,Accessories,East,1,205,54.54
283,26-05-2023,Keyboard,Accessories,North,2,766,49.23
284,30-04-2023,Keyboard,Accessories,North,1,168,17.84
285,01-11-2024,Mouse,Accessories,South,1,1058,207.55
286,06-05-2022,Keyboard,Accessories,South,5,1455,423.81
287,10-05-2023,Camera,Electronics,East,2,2224,364.04
288,04-11-2022,Smartphone,Electronics,West,7,1400,80.49
289,09-05-2022,Smartphone,Electronics,East,7,7567,2213.18
290,07-11-2022,Tablet,Electronics,East,6,3396,987.68
291,11-08-2023,Smartwatch,Electronics,East,2,704,135.63
292,21-10-2024,Tablet,Electronics,East,9,7767,2172.19
293,06-10-2024,Mouse,Accessories,West,5,2050,157.13
294,08-08-2023,Monitor,Accessories,North,9,10458,2799.48
295,19-01-2022,Camera,Electronics,South,4,4700,619.26
296,30-04-2024,Smartphone,Electronics,North,2,892,222.51
297,26-12-2023,Laptop,Electronics,East,8,6968,1479.09
298,07-04-2024,Laptop,Electronics,North,7,1344,300.88
299,18-10-2022,Camera,Electronics,West,1,354,65.99
300,21-04-2024,Monitor,Accessories,South,3,3051,662.23
301,26-03-2024,Camera,Electronics,South,3,402,106.87
302,31-10-2022,Monitor,Accessories,North,5,3570,517.82
303,03-03-2023,Keyboard,Accessories,North,7,3829,876.35
304,03-02-2023,Mouse,Accessories,North,7,4676,242.64
305,15-04-2023,Keyboard,Accessories,East,3,1119,317.36
306,09-05-2023,Smartphone,Electronics,East,4,4228,764.3
307,02-01-2022,Headphones,Accessories,North,8,1240,251.2
308,28-11-2024,Keyboard,Accessories,North,9,3591,342.18
309,05-02-2022,Printer,Office,West,8,3952,451.08
310,05-06-2024,Keyboard,Accessories,South,6,3648,1050.08
311,15-11-2024,Monitor,Accessories,North,5,3875,768.74
312,13-11-2023,Smartwatch,Electronics,West,8,3416,478.9
313,19-02-2022,Tablet,Electronics,West,1,908,222.58
314,06-05-2024,Headphones,Accessories,South,4,4532,987.32
315,04-08-2023,Headphones,Accessories,East,4,4168,650.15
316,23-09-2023,Laptop,Electronics,North,3,3543,941.37
317,14-09-2024,Laptop,Electronics,East,6,5124,1078.57
318,17-03-2023,Smartwatch,Electronics,South,9,5751,1196.23
319,29-09-2023,Camera,Electronics,East,2,624,139.64
320,01-12-2023,Camera,Electronics,South,1,508,151.29
321,13-09-2023,Headphones,Accessories,South,4,4700,914.6
322,14-03-2022,Keyboard,Accessories,West,8,3216,639.78
323,15-07-2023,Laptop,Electronics,West,6,2844,581
324,29-05-2022,Smartphone,Electronics,West,5,2385,258.6
325,16-01-2023,Monitor,Accessories,South,8,928,170.05
326,06-09-2023,Headphones,Accessories,North,6,4656,673.35
327,29-03-2023,Headphones,Accessories,North,2,330,21.46
328,01-11-2023,Camera,Electronics,North,7,1799,274.11
329,25-08-2022,Printer,Office,East,1,1029,173.61
330,30-12-2022,Headphones,Accessories,North,8,5432,1619.39
331,04-09-2024,Camera,Electronics,West,5,5785,1191.11
332,08-01-2024,Printer,Office,North,1,1062,272.42
333,27-12-2022,Keyboard,Accessories,North,1,163,22.07
334,14-04-2024,Smartphone,Electronics,West,9,9162,1625.62
335,10-02-2023,Printer,Office,East,4,1440,130.24
336,15-07-2023,Monitor,Accessories,South,5,1465,149.62
337,27-10-2024,Monitor,Accessories,West,2,366,31.23
338,19-07-2024,Camera,Electronics,South,5,3135,277.28
339,03-03-2024,Keyboard,Accessories,North,2,630,161.04
340,12-04-2024,Monitor,Accessories,South,1,213,42.94
341,20-06-2024,Monitor,Accessories,North,4,3792,1092.85
342,21-06-2023,Mouse,Accessories,East,2,1932,109.07
343,25-01-2023,Keyboard,Accessories,West,4,4152,317.28
344,17-02-2024,Smartphone,Electronics,North,7,3612,529.57
345,09-09-2024,Smartphone,Electronics,East,2,2258,280.76
346,09-07-2022,Camera,Electronics,South,3,594,47.73
347,01-09-2023,Headphones,Accessories,West,7,8071,1799.06
348,30-03-2024,Keyboard,Accessories,North,7,5838,631.45
349,22-12-2024,Keyboard,Accessories,North,4,692,181.31
350,08-09-2024,Keyboard,Accessories,South,3,1704,309.06
351,21-01-2023,Printer,Office,South,5,3235,941.24
352,12-10-2023,Mouse,Accessories,East,6,4746,545.57
353,01-08-2022,Smartwatch,Electronics,South,8,7600,788.88
354,03-11-2023,Smartphone,Electronics,West,5,1935,128.01
355,04-12-2023,Laptop,Electronics,North,3,1638,306.29
356,30-06-2023,Keyboard,Accessories,West,7,4746,816.6
357,01-02-2023,Smartphone,Electronics,North,8,4824,1187.93
358,09-05-2022,Camera,Electronics,South,1,1193,153.72
359,16-12-2023,Laptop,Electronics,East,2,562,92.94
360,20-03-2022,Smartphone,Electronics,North,8,6200,1296.84
361,28-07-2024,Printer,Office,North,8,4128,315.48
362,28-03-2022,Printer,Office,East,5,5405,326.56
363,06-11-2024,Laptop,Electronics,North,3,1371,104.66
364,01-01-2023,Keyboard,Accessories,West,5,1405,194.33
365,18-03-2023,Keyboard,Accessories,North,3,1644,158.32
366,18-09-2024,Mouse,Accessories,West,6,3414,396.92
367,19-08-2024,Laptop,Electronics,East,8,3272,674.57
368,18-06-2022,Smartphone,Electronics,North,3,2655,646.91
369,29-05-2022,Smartwatch,Electronics,West,7,1673,458.32
370,09-06-2022,Tablet,Electronics,East,2,846,145.09
371,03-05-2023,Smartphone,Electronics,East,1,985,196.64
372,17-11-2023,Smartwatch,Electronics,North,9,7551,894.4
373,08-02-2022,Tablet,Electronics,North,5,855,217.16
374,23-10-2023,Camera,Electronics,South,2,396,94.55
375,24-08-2022,Tablet,Electronics,West,8,2296,560.48
376,09-05-2024,Monitor,Accessories,North,6,1704,199.94
377,12-03-2023,Smartphone,Electronics,East,2,1180,261.16
378,05-10-2022,Smartphone,Electronics,East,3,411,55.73
379,19-01-2022,Mouse,Accessories,East,1,745,151.22
380,09-05-2022,Printer,Office,West,9,10656,961.3
381,23-05-2024,Mouse,Accessories,South,3,1494,178.5
382,11-07-2024,Camera,Electronics,South,5,1755,358.01
383,22-08-2022,Camera,Electronics,South,9,4941,894.52
384,03-11-2024,Smartwatch,Electronics,North,6,6510,1539.18
385,11-10-2024,Smartphone,Electronics,South,5,5465,719.92
386,09-11-2024,Tablet,Electronics,South,3,3522,285.91
387,01-04-2024,Tablet,Electronics,West,6,1656,139.86
388,07-07-2022,Printer,Office,North,5,1255,257.15
389,10-06-2023,Keyboard,Accessories,East,1,1192,320.13
390,15-05-2023,Tablet,Electronics,West,5,1925,204.74
391,08-06-2022,Tablet,Electronics,West,8,1688,337.33
392,26-06-2023,Headphones,Accessories,South,1,260,16.81
393,19-01-2022,Monitor,Accessories,West,5,4880,1250.66
394,10-04-2024,Keyboard,Accessories,West,7,1134,179.74
395,10-06-2022,Laptop,Electronics,North,9,9621,1201.29
396,03-02-2023,Monitor,Accessories,South,4,2836,698.83
397,15-05-2023,Printer,Office,North,9,5859,1153.89
398,11-09-2022,Smartwatch,Electronics,South,2,2044,460.03
399,01-07-2023,Monitor,Accessories,South,1,612,174.52
400,18-02-2022,Smartwatch,Electronics,North,3,1890,492.31
401,30-09-2023,Smartwatch,Electronics,East,5,2025,168.82
402,04-09-2023,Printer,Office,South,2,1960,312.06
403,07-07-2022,Camera,Electronics,North,6,4410,893.27
404,14-07-2024,Keyboard,Accessories,West,8,8272,2391.88
405,27-09-2022,Smartwatch,Electronics,West,6,5712,638.29
406,20-04-2024,Smartwatch,Electronics,North,6,1524,178.36
407,24-05-2024,Keyboard,Accessories,North,8,5160,1057.41
408,29-12-2024,Mouse,Accessories,East,4,2956,451.6
409,07-05-2023,Smartphone,Electronics,West,8,7944,2257.73
410,10-09-2024,Camera,Electronics,North,5,1815,535.22
411,21-03-2023,Headphones,Accessories,North,3,2706,546.97
412,05-05-2023,Laptop,Electronics,North,2,1356,144.18
413,27-07-2023,Printer,Office,South,6,6384,1189.19
414,13-06-2023,Smartwatch,Electronics,South,9,4248,964.12
415,02-05-2024,Monitor,Accessories,North,6,3954,676.82
416,21-04-2024,Smartphone,Electronics,South,6,7110,739.6
417,25-07-2023,Headphones,Accessories,South,7,8113,995.03
418,26-01-2023,Headphones,Accessories,North,3,1830,183.62
419,11-01-2023,Keyboard,Accessories,West,4,3732,671.19
420,27-09-2024,Mouse,Accessories,West,6,4062,1087.17
421,03-12-2024,Smartwatch,Electronics,North,1,496,93.31
422,24-08-2023,Smartwatch,Electronics,East,4,1104,84.31
423,19-05-2023,Smartphone,Electronics,West,3,2274,662
424,13-06-2022,Smartwatch,Electronics,North,8,4456,1106.04
425,26-08-2022,Mouse,Accessories,West,8,4928,1038.18
426,22-01-2023,Smartphone,Electronics,North,4,1740,224.79
427,08-08-2022,Headphones,Accessories,North,2,178,31.46
428,19-11-2023,Printer,Office,East,8,5296,1234.81
429,28-06-2023,Mouse,Accessories,North,4,4156,847.09
430,09-10-2024,Printer,Office,North,1,624,106.92
431,04-09-2022,Smartphone,Electronics,West,4,3892,1052.72
432,18-07-2024,Mouse,Accessories,South,9,1620,294.6
433,22-09-2022,Mouse,Accessories,West,3,2250,301.97
434,31-07-2024,Monitor,Accessories,West,2,1390,316.31
435,21-04-2023,Camera,Electronics,South,5,5155,1325.16
436,09-07-2022,Smartwatch,Electronics,North,5,1025,262.91
437,31-07-2024,Mouse,Accessories,South,3,1785,244.52
438,30-09-2022,Smartwatch,Electronics,North,9,2952,605.85
439,25-12-2024,Headphones,Accessories,East,1,773,181.52
440,30-03-2023,Tablet,Electronics,North,8,1640,361.48
441,02-10-2023,Keyboard,Accessories,East,1,1017,69.33
442,23-05-2022,Headphones,Accessories,East,4,1964,349.91
443,05-04-2023,Mouse,Accessories,North,3,2994,638.59
444,08-10-2023,Printer,Office,East,9,8046,2210.33
445,22-05-2022,Printer,Office,West,2,1874,271.5
446,19-08-2023,Mouse,Accessories,North,8,6008,871.76
447,06-09-2023,Camera,Electronics,East,8,7240,411.19
448,17-06-2024,Monitor,Accessories,South,9,1188,348.31
449,22-12-2024,Headphones,Accessories,North,9,2997,163.34
450,02-02-2023,Printer,Office,West,9,7524,2017.85
451,13-10-2022,Monitor,Accessories,North,5,3625,268.73
452,31-03-2024,Laptop,Electronics,East,8,6952,871.2
453,29-05-2023,Camera,Electronics,North,9,1053,283.58
454,21-12-2024,Monitor,Accessories,North,9,6696,1224.22
455,09-10-2024,Headphones,Accessories,North,2,1420,93.59
456,29-12-2023,Camera,Electronics,West,9,9972,2566.01
457,28-11-2022,Laptop,Electronics,South,8,3136,494.26
458,10-02-2023,Camera,Electronics,West,3,225,20.52
459,12-05-2022,Mouse,Accessories,East,3,1662,375.04
460,03-05-2024,Printer,Office,West,4,500,85.96
461,02-08-2022,Smartphone,Electronics,North,8,3168,747.33
462,31-12-2023,Smartphone,Electronics,East,1,622,104.57
463,03-04-2022,Tablet,Electronics,North,3,1233,361.12
464,19-01-2024,Laptop,Electronics,West,3,573,116.14
465,18-02-2022,Tablet,Electronics,South,1,702,129.34
